 title,attribution,book,page,favorite
"So Near So Far","",NewReal3,343,false
"So Nice (Summer Samba)","",Standard,383,false
"So Nice","",JazzFake,344,false
"So Rare","",TheBook,95,false
"So Sorry Please","",Library,115,false
"So What","",JazzFake,345,false
"So What","",RealBk1,399,false
"So What's New","",TheBook,154,false
"So You Say","",HLBook,315,false
"Social Call","",ColoBk,204,false
"Soft Lights and Sweet Music","",HLBook,316,false
"Soft Shoe","",Library,112,false
"Soft Winds","",ColoBk,205,false
"Soft Winds","",JazzFake,346,false
"Softly As A Morning Sunrise","",RealBk2,330,false
"Softly As In A Morning Sunrise","",ColoBk,200,false
"Softly as in a Morning Sunrise","",HLBook,316,false
"Softly As In A Morning Sunrise","",Standard,385,false
"Solar","",ColoBk,207,false
"Solar","",JazzFake,343,false
"Solar","",Library,207,false
"Solar","",NewReal1,325,false
"Solar","",RealBk1,386,false
"Solar","Miles Davis",openbook jazz standards,132,false
"Solea","",HLBook,318,false
"Solitude","",BluesBk,229,false
"Solitude","",JazzFake,346,false
"Solitude","",NewReal3,346,false
"Solitude","",RealBk1,387,false
"Solitude","",TheBook,349,false
"Solo Flight","",JazzFake,348,false
"Solo Mio","",TheBook,463,false
"Some Day My Prince Will Come","",JazzFake,348,false
"Some Enchanted Evening","",JazzFake,347,false
"Some Nerve","",RealBk3,272,false
"Some Of These Days","",JazzFake,350,false
"Some Other Blues","",ColoBk,208,false
"Some Other Blues","",NewReal2,332,false
"Some Other Blues","",RealBk2,319,false
"Some Other Time","",RealBk1,389,false
"Some Other Time","",Standard,387,false
"Some Skunk Funk","",HLBook,317,false
"Some Skunk Funk","",RealBk1,390,false
"Somebody Loves Me","",HLBook,318,false
"Somebody Loves Me","",Standard,389,false
"Someday My Prince Will Come","",ColoBk,211,false
"Someday My Prince Will Come","",NewReal1,326,false
"Someday My Prince Will Come","Frank Churchill, Larry Morey",openbook jazz standards,133,false
"Someday","",BluesBk,230,false
"Someone to Light Up My Life (Se Todos Fossem lguais a Voce)","",HLBook,328,false
"Someone To Light Up My Life","",NewReal2,333,false
"Someone To Watch Over Me","",BluesBk,232,false
"Someone To Watch Over Me","",RealBk2,331,false
"Someone To Watch Over Me","",Standard,391,false
"Someone To Watch Over Me","George Gershwin, Ira Gershwin",openbook jazz standards,134,false
"Something Different","",JazzLTD,318,false
"Something Everywhere","",JazzFake,350,false
"Something For Lisa","",Library,104,false
"Something From Everyone","",RealBk3,273,false
"Something I Dreamed Last Night","",HLBook,319,false
"Something To Talk About","",Standard,393,false
"Somethings Gotta Give","",TheBook,155,false
"Sometime Ago","",RealBk1,392,false
"Sometimes I Feel Like A Motherless Child","",BluesBk,232,false
"Sometimes I'm Happy","",JazzFake,351,false
"Sometimes I'm Happy","",Standard,397,false
"Somewhere Along the Way","",HLBook,320,false
"Somewhere Before","",JazzLTD,313,false
"Somewhere My Love","",TheBook,67,false
"Somewhere Over The Rainbow","",ColoBk,209,false
"Somewhere, Over The Rainbow","Harold Arlen, Edgar Yipsel 'Yip' Harburg",openbook jazz standards,135,false
"Son de la loma","",CubanBk1,150,false
"Son Of Mr. Green Genes","",RealBk1,396,false
"Song For Bilbad","",RealBk2,332,false
"Song For Helen","",EvansBk,65,false
"Song for Lorraine","",HLBook,320,false
"Song For Lorraine","",NewReal1,327,false
"Song for Maura","",CubanBk1,152,false
"Song For My Father","",ColoBk,212,false
"Song For My Father","",JazzFake,353,false
"Song For My Father","",NewReal2,335,false
"Song For My Father","",RealBk1,394,false
"Song For My Lady","",RealBk2,317,false
"Song For Sisyphus","",RealBk3,274,false
"Song for Strayhorn","",HLBook,322,false
"Song from M*A*S*H (Suicide Is Painless)","",HLBook,322,false
"Song Of The Flame","",TheBook,413,false
"Song Of The Islands","",JazzFake,352,false
"Song Of The Islands","",TheBook,502,false
"Song Of The Tree","",JazzFake,302,false
"Song to my Son","",CubanBk1,153,false
"Song","",RealBk1,393,false
"Songbird","",HLBook,323,false
"Songbird","",JazzFake,349,false
"Songoro Cosongo","",CubanBk1,154,false
"Sonja's Sanfona","",NewReal1,331,false
"Sonny Boy","",JazzFake,354,false
"Sonny Side","",Library,106,false
"Sonny Speaks","",Library,117,false
"Sonnymoon For Two","",ColoBk,205,false
"Sonnymoon For Two","",RealBk3,276,false
"Soon","",RealBk3,277,false
"Soon","",Standard,401,false
"Sophisticated Lady","",ColoBk,213,false
"Sophisticated Lady","",HLBook,324,false
"Sophisticated Lady","",NewReal2,337,false
"Sophisticated Lady","",RealBk1,397,false
"Sophisticated Lady","",TheBook,348,false
"Sorrowful Blues","",BluesBk,233,false
"SOS","",JazzLTD,312,false
"Soul Eyes","",JazzFake,353,false
"Soul Eyes","",RealBk2,333,false
"Soul Man","",Standard,403,false
"Soul Sauce","",NewReal1,335,false
"Soul Surge","",JazzLTD,323,false
"Soultrane","",RealBk2,334,false
"Sound Down","",JazzLTD,324,false
"Sound Lee","",RealBk2,335,false
"Sound Track","",JazzLTD,324,false
"South Of The Border","",JazzFake,355,false
"South Street Exit","",JazzLTD,325,false
"Space Circus Part 1","",RealBk1,400,false
"Space Circus Part 2","",RealBk1,402,false
"Spacemen","",ColoBk,214,false
"Spain","",JazzFake,357,false
"Spain","",NewReal2,339,false
"Spanish Eyes","",TheBook,262,false
"Speak Like A Child","",NewReal3,347,false
"Speak Like A Child","",RealBk2,336,false
"Speak Low","",ColoBk,215,false
"Speak Low","",JazzFake,356,false
"Speak Low","",NewReal1,435,false
"Speak Low","",RealBk2,337,false
"Speak No Evil","",ColoBk,217,false
"Speak No Evil","",NewReal1,336,false
"Speak No Evil","",RealBk1,404,false
"Speak Softly","",TheBook,120,false
"Spectacular","",Library,207,false
"Spiral Dance","",RealBk1,405,false
"Spiral","",NewReal1,337,false
"Spiral","",RealBk2,336,false
"Spirit Samba","",RealBk3,278,false
"Split Kick","",Library,121,false
"Spontaneous Combustion","",Library,114,false
"Spoonful","",BluesBk,234,false
"Sporting Life Blues","",BluesBk,235,false
"Sporty","",JazzLTD,325,false
"Sposin'","",JazzFake,323,false
"Spring Can Really Hang You Up The Most","",JazzFake,358,false
"Spring Can Really Hang You Up The Most","",NewReal2,341,false
"Spring Can Really Hang You Up The Most","",RealBk2,339,false
"Spring Can Really Hang You Up The Most","",RealBk3,280,false
"Spring Is Here","",NewReal3,349,false
"Spring Is Here","",RealBk1,406,false
"Spring Is Here","",TheBook,87,false
"Spring Will Be A Little Late This Year","",JazzFake,359,false
"Squeeze Me","",BluesBk,236,false
"Squeeze Me","",ColoBk,218,false
"Squeeze Me","",JazzFake,360,false
"St. James Infirmary","",BluesBk,238,false
"St. Louis Blues","",BluesBk,239,false
"St. Louis Blues","",HLBook,297,false
"St. Patricks Day Jig","",TheBook,489,false
"St. Thomas","",ColoBk,65,false
"St. Thomas","",JazzFake,357,false
"St. Thomas","",Library,146,false
"St. Thomas","",NewReal1,340,false
"St. Thomas","Sonny Rollins",openbook jazz standards,136,false
"Stablemates","",HLBook,324,false
"Stablemates","",NewReal2,343,false
"Stablemates","",RealBk3,283,false
"Stairway to the Stars","",HLBook,327,false
"Stairway To The Stars","",JazzLTD,333,false
"Stairway To The Stars","",NewReal3,350,false
"Standard Version","",NewReal3,373,false
"Standard Version","",NewReal3,380,false
"Star Dust","",ColoBk,219,false
"Star Dust","",HLBook,330,false
"Star Dust","",TheBook,126,false
"Star Eyes","",ColoBk,220,false
"Star Eyes","",NewReal3,351,false
"Star Eyes","",RealBk2,341,false
"Star Eyes","",RealBk3,284,false
"Stardreams","",HLBook,329,false
"Stardust","",JazzLTD,307,false
"Stardust","",NewReal2,345,false
"Stardust","",RealBk2,340,false
"Stars Fall On Alabama","",RealBk3,285,false
"Stars Fell On Alabama","",BluesBk,242,false
"Stars Fell On Alabama","",NewReal3,354,false
"Stay As Sweet As You Are","",JazzFake,361,false
"Steady-Steady","",TheBook,170,false
"Steepian Faith","",NewReal3,355,false
"Steeple Chase","",RealBk3,286,false
"Steeplechase","",JazzFake,360,false
"Stella By Starlight","",BluesBk,243,false
"Stella By Starlight","",ColoBk,221,false
"Stella by Starlight","",HLBook,329,false
"Stella By Starlight","",RealBk1,408,false
"Stella By Starlight","",TheBook,61,false
"Stella By Starlight","Victor Young, Ned Washington",openbook jazz standards,137,false
"Step Lightly","",NewReal3,357,false
"Steppin' Out with My Baby","",HLBook,331,false
"Stepping Stone","",JazzLTD,328,false
"Steps","",RealBk1,409,false
"Stereophonic","",HLBook,333,false
"Sticks And Stems","",Library,127,false
"Sticks","",ColoBk,223,false
"Sticky Wicket","",NewReal1,41,false
"Still Warm","",HLBook,332,false
"Still","",NewReal2,350,false
"Still","",TheBook,137,false
"Stockholm Sweetnin'","",JazzFake,362,false
"Stockholm Sweetnin'","",JazzLTD,309,false
"Stolen Moments","",ColoBk,224,false
"Stolen Moments","",HLBook,332,false
"Stolen Moments","",RealBk1,410,false
"Stompin' At The Savoy","",ColoBk,225,false
"Stompin' At The Savoy","",JazzFake,362,false
"Stompin' At The Savoy","",NewReal3,359,false
"Stompin' At The Savoy","",RealBk1,411,false
"Stompin' At The Savoy","",TheBook,39,false
"Stop Time","",Library,208,false
"Stopstart","",JazzLTD,329,false
"Stormy Weather","",JazzFake,363,false
"Stormy Weather","",NewReal1,437,false
"Stormy Weather","",RealBk3,287,false
"Stormy Weather","",Standard,405,false
"Stormy Weather","Harold Arlen, Ted Koehler",openbook jazz standards,138,false
"Story Line","",EvansBk,68,false
"Story Line","",NewReal2,351,false
"Story of My Father","",HLBook,333,false
"Straight Ahead","",JazzLTD,330,false
"Straight Life","",HLBook,334,false
"Straight Life","",RealBk2,343,false
"Straight No Chaser","",ColoBk,156,false
"Straight No Chaser","",RealBk1,412,false
"Straight Street","",JazzLTD,331,false
"Straight Up And Down","",JazzLTD,314,false
"Straight Up And Down","",JazzLTD,332,false
"Strang Fruit","Lewis Allan",openbook jazz standards,139,false
"Strange Fruit","",JazzFake,364,false
"Strangers In The Night","",JazzFake,364,false
"Strangers In The Night","Bert Kaempfert, Charles Singleton, Eddie Snyder",openbook jazz standards,140,false
"Straphang in'","",HLBook,334,false
"Strayhorn 2","",RealBk2,344,false
"Street Life","",NewReal1,245,false
"Street Louis Blues","",RealBk2,342,false
"Street Of Dreams","",NewReal3,360,false
"Street Of Dreams","",RealBk3,288,false
"Strike Up The Band","",Standard,407,false
"Strode Rode","",RealBk2,345,false
"Strol Iin'","",HLBook,335,false
"Strollin'","",ColoBk,226,false
"Strollin'","",NewReal2,353,false
"Strollin'","",RealBk2,346,false
"Struttin' With Some Bar-B-Q","",RealBk2,347,false
"Struttin' With Some Barbeque","",JazzFake,366,false
"Stuck On You","",Standard,409,false
"Stuff","",RealBk1,413,false
"Suavecito","",CubanBk1,155,false
"Sub Aqua","",NewReal3,361,false
"Sub-Conscious-Lee","",RealBk2,348,false
"Sudden Samba","",NewReal1,348,false
"Suddenly It's Spring","",HLBook,336,false
"Sudwest Funk","",Library,208,false
"Sues Changes","",JazzLTD,335,false
"Sugar Blues","",BluesBk,244,false
"Sugar Foot Stomp","",JazzFake,368,false
"Sugar","",ColoBk,227,false
"Sugar","",JazzFake,368,false
"Sugar","",NewReal3,366,false
"Sugar","",RealBk1,414,false
"Suicide Is Painless","",TheBook,114,false
"Suite: Judy Blue Eyes","",Standard,411,false
"Sumer Sumamba","",JazzFake,344,false
"Summer In Central Park","",NewReal2,357,false
"Summer In Central Park","",RealBk2,349,false
"Summer Night","",JazzLTD,334,false
"Summer Night","",Standard,417,false
"Summer Samba","",RealBk1,415,false
"Summer Setting","",Library,125,false
"Summer Time","",RealBk2,323,false
"Summertime Blues","",BluesBk,246,false
"Summertime","",ColoBk,228,false
"Summertime","",JazzFake,370,false
"Summertime","",Standard,419,false
"Summertime","George Gershwin, DuBose Heyward",openbook jazz standards,141,false
"Sun","",HLBook,336,false
"Sunday in New York","",HLBook,340,false
"Sunny Side Of The Street","",ColoBk,229,false
"Sunny Side Of The Street","",RealBk3,290,false
"Sunny Side Up","",JazzFake,367,false
"Sunny","",BluesBk,248,false
"Sunny","",RealBk3,289,false
"Sunny","",Standard,421,false
"Sunny","",TheBook,208,false
"Sunrise Serenade","",JazzFake,370,false
"Sunrise Sunset","",TheBook,370,false
"Sunrunner","",NewReal1,349,false
"Sunshine Express","",RealBk2,351,false
"Sunshower","",JazzLTD,336,false
"Super Blue","",NewReal3,367,false
"Sure Enough","",Standard,422,false
"Surf Ride","",HLBook,340,false
"Surf Ride","",Library,123,false
"Suspended Sentence","",JazzLTD,337,false
"Sway (Quien Sera)","",HLBook,339,false
"Sway","",TheBook,269,false
"Swedish Pastry","",Library,108,false
"Swedish Pastry","",RealBk1,416,false
"Swedish Schnapps","",Library,116,false
"Sweeping Up","",RealBk1,200,false
"Sweet And Lovely","",JazzFake,372,false
"Sweet And Lovely","",NewReal2,360,false
"Sweet Basil","",JazzLTD,338,false
"Sweet Clifford","",Library,209,false
"Sweet Eloise","",JazzFake,374,false
"Sweet Georgia Bright","",RealBk1,417,false
"Sweet Georgia Brown","",RealBk2,353,false
"Sweet Georgia Brown","",Standard,426,false
"Sweet Georgia Brown","",TheBook,403,false
"Sweet Henry","",RealBk1,418,false
"Sweet Leilani","",TheBook,17,false
"Sweet Lorraine","",NewReal3,369,false
"Sweet Lorraine","",RealBk3,291,false
"Sweet Love","",NewReal3,371,false
"Sweet Pea","",JazzLTD,337,false
"Sweet Rain","",RealBk1,419,false
"Sweet Sue Just You","",JazzFake,371,false
"Swing 41","",HLBook,342,false
"Swing House","",JazzFake,373,false
"Swing House","",Library,119,false
"Swing Shift","",RealBk3,294,false
"Swing Until The Girls Come Home","",Library,126,false
"Swingin' Shepherd Blues","",RealBk2,323,false
"Swingin' The Blues","",JazzFake,376,false
"Swingin' Until The Girls Come Home","",JazzFake,375,false
"Swinging Shepherd Blues","",JazzFake,374,false
"Swinging The Blues","",Library,125,false
"Swingin’ Shepherd Blues","",BluesBk,250,false
"Sy Clone","",RealBk3,295,false
"Syeeda's Song Flute","",RealBk2,354,false
"Syn-Anthesia","",JazzLTD,310,false
"S—oke Gets In Your Eyes","",BluesBk,227,false
"T'aint Nobody's Biz-Ness If I Do","",JazzFake,377,false
"T'aint What You Do","",JazzFake,378,false
"T.B.C.","",NewReal2,361,false
"T.J.R.C.","",RealBk3,296,false
"T.N.T.","",ColoBk,230,false
"T.T.T.","",EvansBk,81,false
"Ta Matia","",TheBook,482,false
"Tabü","",CubanBk1,156,false
"Tadd's Delight","",RealBk2,357,false
"Tahiti","",Library,123,false
"Take a Walk","",HLBook,341,false
"Take Five","",HLBook,344,false
"Take Five","",RealBk1,420,false
"Take Five","",Standard,428,false
"Take Five","Paul Desmond",openbook jazz standards,142,false
"Take it To The Ozone","",JazzLTD,342,false
"Take Me Home Country Roads","",TheBook,388,false
"Take Ten","",HLBook,344,false
"Take The 'A' Train","",ColoBk,231,false
"Take The 'A' Train","",JazzFake,379,false
"Take the 'A' Train","Billy Strayhorn, The Delta Rhythm Boys, Joya Sherrill",openbook jazz standards,143,false
"Take The A Train","",NewReal1,351,false
"Take The A Train","",RealBk1,421,false
"Take The A Train","",TheBook,344,false
"Take These Chains From My Heart","",BluesBk,252,false
"Takin' It To The Streets","",Standard,430,false
"Taking A Chance On Love","",NewReal3,373,false
"Taking A Chance on Love","",RealBk2,358,false
"Taking A Chance On Love","",TheBook,44,false
"Tales From Vienna Woods","",TheBook,507,false
"Tamalpais","",Library,137,false
"Tame Thy Pen","",JazzLTD,340,false
"Tame Thy Pen","",RealBk1,422,false
"Tanga","",HLBook,345,false
"Tangerine","",ColoBk,232,false
"Tangerine","",HLBook,342,false
"Tangerine","",RealBk2,359,false
"Tangerine","",TheBook,234,false
"Tank Toon","",JazzLTD,341,false
"Taps Miller","",Library,127,false
"Tarantella","",TheBook,471,false
"Tasty Pudding","",Library,131,false
"Tautology","",RealBk2,360,false
"Te odio","",CubanBk1,160,false
"Tea For Two","",RealBk3,298,false
"Tea For Two","",Standard,432,false
"Teach Me Tonigh","",HLBook,343,false
"Teach Me Tonight","",ColoBk,233,false
"Teach Me Tonight","",RealBk3,297,false
"Teach Me Tonight","",Standard,434,false
"Tee Pee Time","",ColoBk,234,false
"Teenie' Blues","",RealBk2,361,false
"Teeter Totter","",JazzLTD,342,false
"Tell Me a Bedtime Story","",HLBook,346,false
"Tell Me A Bedtime Story","",RealBk1,424,false
"Tenderly","",JazzFake,381,false
"Tenderly","",NewReal1,353,false
"Tenderly","",RealBk2,362,false
"Tenderly","",TheBook,127,false
"Tenderly","Walter Gross, Jack Lawrence",openbook jazz standards,144,false
"Tennessee Waltz","",TheBook,359,false
"Tenor Madness","",BluesBk,252,false
"Tenor Madness","",ColoBk,141,false
"Tenor Madness","",RealBk2,376,false
"Terminal Baggage Claim","",NewReal2,361,false
"Terry's Chance","",JazzLTD,343,false
"Teru","",JazzLTD,343,false
"Texas Blues","",BluesBk,253,false
"Thank You for Your Lovely Song","",JazzFake,349,false
"Thanks for the Memory","",HLBook,348,false
"That Certain Feeling","",Standard,436,false
"That Girl","",JazzLTD,346,false
"That Girl","",NewReal3,375,false
"That I Love you","",RealBk2,65,false
"That Old Black Magic","",HLBook,349,false
"That Old Feeling","",NewReal3,380,false
"That Old Feeling","",NewReal3,381,false
"That Old Feeling","",RealBk3,300,false
"That Old Feeling","",TheBook,91,false
"That Ole Devil Called Love","",BluesBk,254,false
"That Sunday That Summer","",Standard,438,false
"That's All","",JazzFake,380,false
"That's All","",NewReal2,363,false
"That's All","",RealBk3,301,false
"That's All","Alan Brandt, Bob Haymes",openbook jazz standards,145,false
"That's Earl Brother","",JazzLTD,345,false
"That's Entertainment","",JazzFake,382,false
"That's Life","",JazzFake,383,false
"That's Right","",HLBook,350,false
"That's Right","",JazzLTD,345,false
"That's What Friends Are For","",Standard,440,false
"That's What I'm Talkin' 'Bout","",ColoBk,235,false
"That's What I'm Talking About","",Library,126,false
"That's Why I'm Lonesome","",BluesBk,256,false
"The Aerie","",NewReal3,3,false
"The Best Is Yet To Come","",JazzFake,56,false
"The Best Is Yet To Come","",Standard,61,false
"The Best Is Yet To Come","",TheBook,21,false
"The Best Thing for You","",HLBook,42,false
"The Best Things In Life Are Free","",JazzFake,57,false
"The Best Things In Life Are Free","",TheBook,210,false
"The Birth Of The Blues","",BluesBk,257,false
"The Blessing","",JazzFake,62,false
"The Blessing","",JazzLTD,34,false
"The Blue Room","",HLBook,54,false
"The Blues Never Die","",BluesBk,260,false
"The Boy Next Door","",NewReal2,34,false
"The Boy Next Door","",RealBk3,37,false
"The Boy Next Door","",TheBook,356,false
"The Breeze (That’s Bringing My Honey Back To Me)","",BluesBk,258,false
"The Breeze And 1","",JazzFake,72,false
"The Cape Verdean Blues","",JazzFake,78,false
"The Carolina Moon 80 Cat Walk","",JazzFake,79,false
"The Champ","",JazzFake,81,false
"The Champ","",Library,25,false
"The Chase","",Library,25,false
"The Christmas Song","",ColoBk,279,false
"The Christmas Song","",JazzFake,85,false
"The Christmas Waltz","",Standard,88,false
"The Continental","",Standard,95,false
"The Continental","",TheBook,201,false
"The Cool One","",JazzLTD,68,false
"The Core","",RealBk2,66,false
"The Crave","",HLBook,86,false
"The Creole Love Call","",HLBook,90,false
"The Dawn of Time","",HLBook,90,false
"The Disguise The Sphinx","",RealBk1,A4,false
"The Dock Of The Bay","",Standard,116,false
"The Dream","",EvansBk,36,false
"The Drive","",RealBk2,81,false
"The Duke","",JazzFake,106,false
"The Duke","",Library,212,false
"The Duke","",NewReal2,79,false
"The Earl","",JazzFake,106,false
"The Eighth Day","",JazzLTD,99,false
"The End Of A Love Affair","",JazzFake,110,false
"The End Of A Love Affair","",RealBk3,75,false
"The End of Innocence","",HLBook,117,false
"The Face I Love","",HLBook,120,false
"The Fat Man","",Library,209,false
"The First Time I Met The Blues","",BluesBk,261,false
"The Folks Who Live on the Hill","",HLBook,126,false
"The Fruit","",Library,40,false
"The Gentle Rain","",ColoBk,76,false
"The Gentle Rain","",NewReal3,128,false
"The Gentle Rain","",RealBk1,169,false
"The Gentle Rain","",RealBk2,122,false
"The Girl From Ipanema","",ColoBk,70,false
"The Girl From Ipanema","",JazzFake,132,false
"The Girl From Ipanema","",RealBk1,171,false
"The Girl From Ipanema","",Standard,152,false
"The Girl From Ipanema","",TheBook,251,false
"The Girl From Ipanema","Antonio Carlos Jobim, Vincius De Moraes, Norman Gimbel",openbook jazz standards,146,false
"The Glory Of Love","",JazzFake,133,false
"The Glow Worm","",JazzFake,134,false
"The Good Life","",JazzFake,136,false
"The Good Life","",Standard,158,false
"The Goodbye Look","",NewReal1,125,false
"The Gringo","",JazzLTD,146,false
"The Gypsy","",JazzFake,140,false
"The Half Dozen","",Library,53,false
"The Half Dozens","",JazzLTD,147,false
"The Hawk Talks","",HLBook,144,false
"The Hucklebuck","",HLBook,152,false
"The Hustle","",TheBook,191,false
"The Intrepid Fox","",HLBook,179,false
"The Invisible","",JazzLTD,163,false
"The Island","",NewReal1,159,false
"The Jazz-Me Blues","",JazzFake,195,false
"The Jitterbug Waltz","",NewReal3,191,false
"The Jitterbug Waltz","",RealBk2,184,false
"The Jitterbug Waltz","",RealBk3,158,false
"The Joint Is Jumpin'","",JazzFake,202,false
"The Joint Is Jumpin'","",NewReal2,473,false
"The Kicker","",RealBk2,198,false
"The Lady Is A Tramp","",JazzFake,209,false
"The Lady Is A Tramp","",RealBk3,166,false
"The Lady Is A Tramp","",Standard,263,false
"The Lady Is A Tramp","",TheBook,183,false
"The Lady Sings The Blues","",BluesBk,262,false
"The Lady's in Love with You","",HLBook,198,false
"The Lamp Is Low","",NewReal3,202,false
"The Last Page","",RealBk2,204,false
"The Last Time I Saw Paris","",JazzFake,210,false
"The Lonesome Road","",BluesBk,266,false
"The Long View","",RealBk3,176,false
"The Loop","",RealBk3,78,false
"The Man I Love","",RealBk2,229,false
"The Man I Love","",Standard,292,false
"The Man I Love","George Gershwin, Ira Gershwin",openbook jazz standards,147,false
"The Man That Got Away","",JazzFake,240,false
"The Man That Got Away","",Standard,294,false
"The Masquerade Is Over","",NewReal2,199,false
"The Midnight Sun Will Never Set","",NewReal1,208,false
"The Midnight Sun","",JazzFake,250,false
"The Midnight Sun","",Library,78,false
"The Midnight Sun","",NewReal1,207,false
"The Midnight Sun","",RealBk3,196,false
"The Mooch","",HLBook,240,false
"The Moon Of Manakoora","",TheBook,505,false
"The More I See You","",RealBk1,303,false
"The More I See You","",Standard,306,false
"The Natives Are Restless Tonight","",NewReal2,241,false
"The Nearness Of You","",BluesBk,264,false
"The Nearness of You","",HLBook,254,false
"The Nearness Of You","",RealBk2,261,false
"The Nearness Of You","",TheBook,141,false
"The Nearness Of You","Hoagy Carmichael, Ned Washington",openbook jazz standards,149,false
"The Necessary Blonde","",NewReal2,245,false
"The New Bag Blues","",JazzLTD,242,false
"The Next Time It Happens","",HLBook,258,false
"The Night Has A Thousand Eyes","",ColoBk,236,false
"The Night Has a Thousand Eyes","",HLBook,260,false
"The Night Has A Thousand Eyes","",RealBk1,322,false
"The Night We Called It A Day","",BluesBk,267,false
"The Night We First Met","",ColoBk,237,false
"The Old Country","",Standard,328,false
"The Old Piano Roll Blues","",BluesBk,268,false
"The One I Love (Belongs to Somebody Else)","",HLBook,269,false
"The Opener","",EvansBk,50,false
"The Organ Grinder","",JazzFake,293,false
"The Organ Grinder","",JazzLTD,260,false
"The Original","",JazzFake,68,false
"The Outlaw","",JazzLTD,262,false
"The Party's Over","",JazzFake,293,false
"The Party's Over","",RealBk3,231,false
"The Party's Over","",TheBook,59,false
"The Peanut Vendor","",JazzFake,298,false
"The Pesky Serpent","",Library,97,false
"The Place to Be","",HLBook,277,false
"The Preacher","",JazzFake,306,false
"The Preacher","",Library,82,false
"The Preacher","",RealBk2,300,false
"The Promise","",NewReal2,292,false
"The Promise","",NewReal3,295,false
"The Rain In Spain","",JazzFake,310,false
"The Rainbow Connection","",HLBook,286,false
"The Raven","",RealBk1,357,false
"The Red Door","",JazzFake,312,false
"The Red Door","",Library,95,false
"The Scene Is Clean","",RealBk2,411,false
"The Second Time Around","",NewReal3,332,false
"The Second Time Around","",TheBook,42,false
"The Shadow of Your Smile","",HLBook,305,false
"The Shadow Of Your Smile","",NewReal3,336,false
"The Shadow Of Your Smile","",RealBk1,381,false
"The Shadow Of Your Smile","",TheBook,29,false
"The Shadow of Your Smile","Johnny Mandel, Paul Francis Webster",openbook jazz standards,150,false
"The Sheik Of Araby","",JazzFake,336,false
"The Single Petal of a Rose","",HLBook,310,false
"The Song Is Ended (But the Melody Lingers On)","",HLBook,321,false
"The Song Is You","",ColoBk,238,false
"The Song Is You","",JazzFake,352,false
"The Song Is You","",JazzLTD,327,false
"The Song Is You","",NewReal1,329,false
"The Song Is You","",RealBk1,395,false
"The Soothsayer","",JazzLTD,320,false
"The Sorcerer","",JazzLTD,323,false
"The Sorcerer","",RealBk1,398,false
"The Sound Of Music","",TheBook,78,false
"The Squirrel","",ColoBk,93,false
"The Squirrel","",Library,118,false
"The Squirrel","",RealBk3,282,false
"The Star-Crossed Lovers","",NewReal2,344,false
"The Star-Crossed Lovers","",RealBk1,407,false
"The Summer Knows","",RealBk2,350,false
"The Summer Knows","",Standard,415,false
"The Surrey With The Fringe On Top","",JazzFake,372,false
"The Sweetest Sounds","",RealBk2,352,false
"The Sweetest Sounds","",TheBook,168,false
"The Tailgate Ramble","",JazzFake,380,false
"The Tender Storm","",ColoBk,239,false
"The Theme","",ColoBk,240,false
"The Theme","",EvansBk,70,false
"The Theme","",Library,131,false
"The Things We Did Last Summer","",ColoBk,241,false
"The Things We Did Last Summer","",JazzFake,392,false
"The Things We Did Last Summer","Sammy Chan, Jule Styne",openbook jazz standards,151,false
"The Third Plane","",HLBook,351,false
"The Three Marias","",NewReal1,359,false
"The Thrill Is Gone","",JazzFake,394,false
"The Thrill Is Gone","",RealBk3,311,false
"The Thumb","",JazzLTD,354,false
"The Thumper","",RealBk2,356,false
"The Touch Of Your Lips","",JazzFake,400,false
"The Touch Of Your Lips","",RealBk3,324,false
"The Tracks Of My Tears","",NewReal3,399,false
"The Two Lonely People","",EvansBk,84,false
"The Underdog","",Standard,484,false
"The Very Thought Of You","",BluesBk,269,false
"The Very Thought of You","",HLBook,361,false
"The Very Thought Of You","",RealBk3,329,false
"The Visit","",JazzLTD,370,false
"The Waltz You Saved For Me","",TheBook,366,false
"The Way We Were","",TheBook,118,false
"The Way You Look Tonight","",JazzFake,415,false
"The Way You Look Tonight","",NewReal1,395,false
"The Way You Look Tonight","",RealBk2,388,false
"The Way You Look Tonight","Jerome Kern, Dorothy Fields",openbook jazz standards,152,false
"The Whopper","",RealBk2,395,false
"The Wind","",HLBook,374,false
"The Wind","",Library,142,false
"The Woman I Love","",BluesBk,270,false
"The World Is Waiting For The Sunrise","",JazzFake,433,false
"Their's Tears","",RealBk3,307,false
"Theirs Tears","",RealBk2,363,false
"Them There Eyes","",NewReal2,365,false
"Theme For Ernie","",NewReal1,354,false
"Theme For Kareem","",JazzLTD,347,false
"Theme From Arthur","",TheBook,32,false
"Theme From Ice Castles","",TheBook,125,false
"Theme From M.A S H","",TheBook,114,false
"Theme From Maxine","",RealBk3,302,false
"Theme From Mr. Broadway","",RealBk2,252,false
"Theme From The Greastest American Hero","",TheBook,35,false
"Theme Of No Repeat","",JazzLTD,348,false
"Then Came You","",EvansBk,71,false
"Then I'll Be Tired Of You","",Standard,442,false
"Then Silk Blue","",JazzLTD,258,false
"There Are Such Thing","",JazzFake,384,false
"There Goes My Heart","",RealBk3,304,false
"There I've Said It Again","",TheBook,89,false
"There Is No Greater Love","",ColoBk,243,false
"There Is No Greater Love","",JazzFake,386,false
"There Is No Greater Love","",NewReal2,366,false
